simTime,MCCIndex,specWeatherModel
12.20001,2,22.5005
12.2,3,74.1881
12.20001,3,74.1881
12.2,4,76.5585
12.20001,4,92.3499
12.3,0,0
12.30001,0,0
12.3,1,137.917
12.30001,1,139.763
12.3,2,22.5005
12.30001,2,1.11546
12.3,3,74.1881
12.30001,3,74.1881
12.3,4,92.3499
12.30001,4,92.3499
12.4,0,0
12.40001,0,0
12.4,1,139.763
12.40001,1,139.763
12.4,2,1.11546
12.40001,2,0.0604158
12.4,3,74.1881
12.40001,3,74.1881
12.4,4,92.3499
12.40001,4,102.88
12.5,0,0
12.50001,0,0
12.5,1,139.763
12.50001,1,159.384
12.5,2,0.0604158
12.50001,2,0.0604158
12.5,3,74.1881
12.50001,3,53.3658
12.5,4,102.88
12.50001,4,102.88
12.6,0,0
12.60001,0,0
12.6,1,159.384
12.60001,1,159.384
12.6,2,0.0604158
12.60001,2,21.3444
12.6,3,53.3658
12.60001,3,76.5644
